受付番号,内容
185001345000000485,"5の各論点（２）生成・利用段階についての意見です
自分の絵を許可なくAI学習されたあげく商用利用された場合、不利益を被るのは自分な
のでそのような行為をしっかり取り締まれる法改正を求めます。"
185001345000000486,"声優さんの声などの無断データで、データ元と競合する生成AI開発するのは不当な権利
の侵害行為に該当します。"
185001345000000487,"日本が世界に負けない唯一の分野がアニメや漫画、ゲームなどといったカルチャー文化だ
と思います。その中でたくさんのイラストレーター、漫画家、アニメーターがいるわけで
すが、その方々が血が滲むような努力をして公開した作品がAI生成によって取り込まれ
別の作品になるのは著作権侵害だと思います。最近増えているAI絵師と名乗る方々がい
ますが、完成された作品をただ取り込むだけで作ったイラストでお金儲けをする、それは
窃盗と同じです。泥棒です。犯罪です。
このまま生成AIを見逃せば日本のアニメ漫画文化は衰退していくだけでしょう。新しい
ものが生み出せるのは人間だけです。生成AIでは人間のコピーしかつくれません。
イラストだけではありません。ネット上に公開されている芸能人や一般人やまたその子ど
もたちも生成AIで合成され望ましくない形で赤の他人によって画像がネット上に公開さ
れることもあります。(岸田首相のフェイク動画など)このまま放ってしまうとこれ以上大
きい問題に繋がると思います。
生成AIを使用するにあたって、ネット上にある画像全てを使えるのでなく、決められた
素材、または自分で用意した写真やイラストのみ使用可能にして欲しいです。それ以外の
画像を生成AIに取り込んだ場合は罰則される法律を作って欲しいです。
世界では既に生成AIによる法改正や規則もあるというのに日本が生成AIの使用範囲が無
法地帯になっていることがとても恥ずかしいです。
早急にご対応、ご検討の程お願い致します。"
185001345000000488,"現状、AI絵師と呼ばれる者が、他の普通の絵を描く絵師のイラストを簡単に真似させて、
しかもそれで収益を得ているという状況があり、明らかに絵師の生活や権利を侵害してい
る。
他人のAIイラストで収益を得ることを制限するべきです。
そうでないと、イラストレーターが収益を失い、簡単に著作権を侵害され、彼ら彼女らが
生きていけなくなり、人権を侵害されることになります。"
185001345000000489,"5.(1) 学習段階について
生成AIの学習・開発段階において、個人が作成したイラストが無断で使用されているこ
とに問題があると感じている。イラスト制作者側の権利が十分に守られておらず、生成AI
利用者はイラスト制作者側の労力に「ただ乗り」している状態であり、現状ではイラスト
制作者側にばかり負担がかかっている。生成AIの根底にイラスト制作者の権利を踏みに
じる過程が存在する限り、生成AIの使用を認めるべきでは無いと考える。イラスト制作
者側の権利として、明言しない限り学習に利用されないことや、生成AIが出力したデー
タには必ずそうとわかるよう注釈やマークをつけることが義務化されるべきだと考える。"
185001345000000490,"人間が生み出す芸術よりAIを優先するのですか。この先、イラスト等を描いたら、AIに
学習のための餌として使われる可能性があるということですか。これはおかしいと思いま
す。
AIを使用してのビジネスを展開することで、オリジナルを生み出してもそれの二番煎じが
生まれることを懸念しながら生きなくてはいけないのですか。どうして、苦労して生み出
したオリジナルのものを守らず、またそれを生み出した人を苦しめるのですか。
人間が生み出した芸術活動を機械に取られるのは嫌です。
それに、一消費者としては、AIが生成したものからは、人間が作り出したものと同じ良さ
を感じられません。誰かの犠牲の上に成り立つ生成物など見たくありません。これに価値
があるとは思えません。"
185001345000000491,"・現行における一部のＡＩ利用者による著作権侵害を始めとした今後のあらゆる分野に影
響を及ぼす可能性がある現状に関しては由々しき事態だと受け取るべきだとは思います。
ですがだからと可能性を閉ざす危険性のある規制を施行するのは別の意味で今後に影響を
与えかねません。
・ＡＩプログラムの作成者及び利用者の方々には著作権に置いて抵触する可能性を考慮し
つつ、多くの人々にＡＩに関する正しい利用法や知見を周知すべきだと思います。ただ使
用するだけでは、ＡＩそのものの技術発展とはいかず、多くの分野に関する知的財産とし
ての権利侵害を招く行為や考えはあまりにも危険なものだと一個人として判断しておりま
す。
・故にガイドラインの指定と同時にＡＩに携わる全ての人々はＡＩの危険性と可能性を同
時に周知し、お互いの成長を促せる機会の場を定期的に設けるべきだと具申する次第で
す。無論それには政府の理解もまた重要かつ重大な役割が成されるべきだと思います。
・短絡的に法で縛るのではなく、お互いの意見を出し合い、お互いの意見を尊重しつつ、
お互いの発展と進展に繋がるべき交流の場や時間などが必要不可欠であると思いここに意
見を具申します。
・すぐに実行できない物など多々あるのは重々承知しておりますが時間を掛けて土台作り
を念入りにしていただくと同時に現行に置いて侵害と見做されているＡＩの利用法に関し
てはしっかりと利用者に説明して理解と納得をしてもらう様促して抱きたいと思います。
・現状の一部の人間の理不尽なやり方を容認するのではなく、多くの人たちに対してのプ
ラスになる様に政府からもしっかりと意見と考えを纏めていただき、方々に置いて良き結
果になるべきようお願い申し上げます
・最後にサブカルチャーにおいて多くの評価などを戴いている日本に住まう者として未来
を暗く閉ざさないでいただきますよう、皆さまのご判断をお願い致します。"
185001345000000492,"ブランド商品のロゴをコピーし、本物として販売する事は法律違反であるのにクリエイタ
ーの絵柄という商品のロゴと等しいものを無断で使用し、販売するという行為は絶対に認
めるべきではないと思います。今回の法案で文科省著作権課が日本が誇るクリエイターの
方々をどう思っているか、どう守っていくかを国民に示す機会であることをよく考えて法
を立案して下ることを願います。"
185001345000000493,"現在のAI学習を利用した作品の問題点は、学習元となった素材全てとその責任を把握で
きない点にあると考えます。
「5.各論点について」の「(1)学習・開発段階」の「エ」では、著作権による利益を不当に
害した場合などについて触れられています。禁止事項が設定されることはわかりました
が、その罪状や罰則は誰のものとされるのでしょうか。
既存の作品傾向を分析し、組み合わせて別の形として出力するシステム自体は素晴らし
く、有益な発明です。
しかし現在一般に販売・配布・公開されている生成AIは、ネットに接続され、利用者お
よび公開者、開発者の誰にも把握しきれない範囲でデータ学習をしています。利用したデ
ータが不明ということは、著作権の問題に限らず、何かしらの問題が発生した場合に責任
や所在を問うことができません。現状の法律では、自動運転で学習を行うデータを罪に問
うことはできません。
そのため、生成AIを公開・配布・販売する際は、素材データセットを含まないさらの状
態とし、学習元となる素材は全て利用者に用意させねばならなかったと考えます。
著作物を学習し、類似の新作を出力すること自体は罪ではなく、その行動自体による被害
者はいません。
作者以外による利用を禁じている著作物が、AI学習の素材として「利用」されていること
が被害です。
また人間も、「これまでに見た無数の情報を学習し、それを再編することでオリジナル作
品を出力している」という点だけ見ればAIと同じです。
しかし、このことを根拠として生成AIを全面合法とする主張には3つ問題点がありま
す。
1つ目は、そもそも人間のそのような活動をモデルに作られたのが自律学習型生成AIであ
り、類似性の因果が反対であるという点です。
2つ目は、人間は情報を得る・解釈する・新たに出力する・公開することを全て1つの脳
による自律活動として行いますが、現在の生成AIには、指示を書き込む第三者や生成物
を公開する第三者が存在している点です。
3つ目は、AIを個体として罪に問うことができない点です。
人間は学習し、出力することを全て一個人の活動として行うため、問題があればその一個
人が罪に問われ、問題行動を禁じることができます。
しかし現在広く普及している生成AIは、類似もしくは同一の学習システムを大元とした
無数のコピーです。その末端の1つが問題を起こし、例えば使用が停止されたとしても、
全く同じ動作を行うシステムは無数に存在します。学習に使用するデータセットやアルゴ
リズムすら大元で共有されていることがほとんどのため、「問題」とされた活動を完全に停止することはできません。
これでは、「禁則事項」「罪状」「罰則」等が設定される意味が全くありません。
責任の所在が確認できないこと、問題があったとき罪に問えないこと、全く同じ活動をす
るシステムが無数に存在することが、生成AIを著作物の分野に持ち込む際の問題点で
す。
少なくとも、著作権の発生しうる分野で、誰にでも触れられる形で公開されることはあっ
てはいけなかったと考えます。
とはいえ現状としてはすでに生成AIは公開されてしまっているため、以下のような点を
考慮して規約を定めてほしいと考えます。
・責任の所在をどこに置くかを明文化する。開発者、配布者、利用者など、どこかの地点
の人間(あるいは組織)であること。
・現状公開されている学習済みデータセットが著作権的に問題がある(問題があった際に責
任を問えない)ことを認め、利用を禁止または制限する。
・上記に付随し、新たに公開する学習型AIは学習元データセットを含まないものとし、
利用者または配布者が自己の責任によってデータを入力するものとする。学習データセッ
トを含むものを公開する場合は、追加学習などの際も含め、各段階各問題について責任の
所在を明文化する。
よろしくお願いいたします。"
185001345000000494,"近年、生成AIを悪用し、学習元が不明な生成AIを利用した生成物を、自身の作品として
発表する事例や、自身の商品として販売する事例が増えている。この事態を放置すれば、
創作者の技術がAIに無断で学習され、それが学習元の作者に無断で、AIの使用者に著作
権を主張されたり、また販売されたりすることに繋がり、結果として創作者の立場が盗作
行為同然の作品に奪われ、創作行為の衰退につながる懸念もある。
よって、私は以下の通り、意見を提出する。
著作権について
生成AIの学習には、必ず元となる学習元が存在するはずなので、”学習元の明記を必須と
すること”と、”AIで生成された作品の著作権は、全て学習元の作者にあること”が求められ
るのではないかと思う。
（学習元とAIの利用者が完全に一致する場合のみ、著作権は利用者にも発生する）
学習元の明記が行われていない作品については、学習元の作者に無断で行った生成であ
り、AIを利用した盗作である可能性を捨てきれないため、著作権の侵害として訴えること
が可能になるとよい。
ただし、AIが生成した作品の中には、学習元が複数存在する場合（例えば、イラスト投稿
サイトの中の、特定のタグのイラストを全て学習させたもの）や、学習元が不明のものも
存在する。これらに該当する作品については、全員に著作権を発生させることは現実的で
はないため、著作権は発生しないことが望ましい。
なお、著作物等の利用行為が国境を跨いで行われる場合も、学習元の作者が日本に属する
のであれば、または生成技術を日本国内で利用するのであれば、日本の著作権法が適用さ
れることが望ましい。そうしないと、日本製の生成AIではなく、国外製の生成AIで同様
の行為が繰り返されるだけで、AIを利用した盗作が行われる可能性があるという事態は全
く解決しないからである。
また、AIが生成した作品をそのまま使用するのではなく、そのデザイン、フレーズを元に
創作を行った作品については、AIの生成物を参考にしたことと、その生成物の学習元の明
記の義務付けを行う必要性があると考える。
AIの生成と制作の違いについて
AIは、イラスト作成用のツールとは異なり、大まかなテーマを入力すれば、自動的に作品
が生成される。この行為は、あくまでも”大まかなテーマと学習データを元に、創作物を擬
似的に再現する行為”であり、”創作物を作成すること”とは全くの別物である。よって、AI
による生成物は、創作物とは言えないのでないかと考えている。
同時に、AIを利用した作品の生成も、同様に”作品の制作、または創作”とは言えないと考
えている。
営利利用についてAIの生成技術を使用した作品には、全て営利利用を許可しないほうがよいと考える。学習
元の作者とAIの利用者が一致する場合も同様である。ただし、学習元の作者、AI 開発事
業者、AIサービス提供事業者の三者全てが営利利用を許可している場合は、その限りでは
ない。（いわゆる、”フリー素材として提供されるイラストやサウンドと同様の扱いにする”
ということである）また、AI 開発事業者、AIサービス提供事業者が、自身のAI技術の
販売やサブスクライブを行うことは可能にすべきだと考える。（AI技術の販売やサブスク
ライブは可能だが、そのツールで生成された生成物の著作権は、あくまで学習元の作者の
みに発生し、学習元の作者が複数いる場合や特定できない場合は著作権が発生しない）
AI 開発事業者、AIサービス提供事業者の義務について
生成AIの 開発事業者とサービス提供事業者は、学習元の著作権の保護のため、自社のA
Iの生成物であることを明確にするシステムの制作を義務付けることを求める。（例えば、”
AIで生成したイラストの左上に、必ずAIの開発元の団体名または個人名を入れる”、”AIで
生成したサウンドの波形の中に、AIによって生成されたものだとわかる共通の波形を同じ
時間で入れる”など）そうしなければ、制作物がAIの生成物か否かが断定できなくなって
しまうからである。
生成AIの問題点は、著作権を無視した無断の学習が行われやすいということ、すなわち
AIを利用した盗作に（故意であるかに関わらず）悪用されやすいことにある。その問題点
を解決すれば、生成AIはクリエイターのみならず、クリエイターではない人にも利益を
もたらすものである。私は、生成AIが、著作物を守りつつ世の中を発展させていくツー
ルになることを望む。"
185001345000000495,"生成AIについて
作家の仕事や、学習・被評価の機会を奪う。
有名作家のなりすましや捏造。
作品の思想や系譜、意味や文脈が霧散&混乱する。
粗製濫造&大量消費で、コンテンツの陳腐化が急激に進み、受け手も鈍化し、全体の作品
クオリティが劣化する。
などが懸念されます。
作家が馬鹿らしくなって辞めていけばAIに学習させるコンテンツも無くなるので、対AI
では作家が許可したもの以外を学習させないなど、作品と作家の権利を最大限保護すべき
です。"
185001345000000496,"知人がイラストなどで子育てをしながらイラストなどを書いて家計の足しにしており、野
放図で無法なAIに頭を悩ませている。また、他人の絵データを吸い取り勝手に18禁イラ
ストに加工しネットにばらまかれ名誉毀損に悩まれている人もおり、アニメ漫画を自国の
産業にしている日本としてはきっちり対策して著作権を守ってほしいと思うのでお願いい
たします。"
185001345000000497,"現状の生成AIに対しての普及や開発を促進させようという考えには反対です。
データセットの中身に違法なものが見つかったり、
特定のクリエイターに対するいやがらせ目的で使われているのも散見されます。
クリエイターになりたい人の助けになるという意見も見受けられますが、
現状を見ると現在活躍されているクリエイターの方に対して悪い影響の方が大きいと感じ
ます。
今使用されている生成AIのデータセットの中身を精査し、
違法なもの、学習許可がないものを取り除き、
今後学習データとして取り込む際に学習元への問い合わせと使用時のロイヤリティ支払い
が求められる仕組みを作らない限り
現在の生成AIに対する不信感はぬぐえません。"
185001345000000498,"プロアマ問わず、人が作った絵や人の声をAIに学習させ、生成させて世界中に公開する
ことは違法としてください。人の努力の結晶をAIで模倣し、自作とする人も多いです。
また、声優の声をAIに学習させ、声優のコピーを作り、そのデータを世界中にばら撒く
動きも出ています。これは人権侵害にもあたると思います。
例えば葛飾北斎やピカソなどの絵をAIに学習させればより偽物も多く出回りますし、存
在しない作品を創造し、金を騙し取ろうとする者も必ず現れます。
はっきり言って、生成AIは著作権違反のみならず、詐欺や人権侵害など犯罪しか生みま
せん。
日本のクリエイターを守るためにも、より厳しい規則を願います。"
185001345000000499,"2(2)
無断データで、データ元と競合する生成AI開発するのは不当な権利の侵害行為に該当す
る。"
185001345000000500,"AI技術推進は必要かと思われます。
ネット上で創作活動をしている方々の、絵が奪われるなどの発言は気にせず、推進してい
ただきたいと考えています。
しかし懸念点として、反社会的な方々によるAI創作物の販売、他の方が作ったものに対
する著作権違反での裁判、その他盗作や技術の窃盗など、危惧すべき事柄も多いです。
そのため、著作権に関する法律を含め、技術並びに日本国民の利益のみを守るような法制
定、見直しをしつつ、AIに関する法整備や推進策を願います。"
185001345000000501,他人の音声や画像を許可なく学習させるのは著作権の侵害である
185001345000000502,"生成ＡＩに関するサービスやツールを一般個人単位で使えなくする、利用・使用する場合
は有償での提供にするなど、気軽に利用できないようになれば乱用及び悪用するユーザー
は今より少しは減少するのではないか。個人が簡単に使えなくする方法については、サー
ビス利用毎に個人情報の登録、サービスやツールの利用登録時の身元確認、悪用が確認さ
れた場合の追跡方法の確立、生成されたＡＩデータが法に反していた場合のデータ作成者
（この場合はＡＩの学習元ではなく実際に生成ＡＩサービスやツールを使用した者）への
対応の厳罰化、生成ＡＩサービスやツールの利用理由の申告、ＡＩデータ作成に使用した
端末（パソコンやスマートフォンなど）の追跡など、一個人で気軽に利用できない環境に
生成ＡＩサービスやツールの開発・提供者などと協力してルール作りに取り組む必要があ
ると思う。創作物の作成に携わって居ない、携わった経験が無い方には理解し難い問題か
もしれないが、既存のデータの中から最適解を労せずして抽出したＡＩデータが、生身の
人間が必死に創った渾身の作品より優れていることが容易にあってはならないと思う。生
成ＡＩは技術の革新であるし、便利なものであるが、だからといって創作を生業にしてい
る者の生命線を簡単に断つような事があってはいけない。"
185001345000000503,"すでにイラストレーターなどの制作者に対して、生成AIを使用している人からの中傷や
自殺教唆などが発生しています。
創作物の著作権や、吹き替えなどの声などの権利を守ることがもっとも大切です。
生成AIを推進する前に、権利を守るために法律を学び直してください"
185001345000000504,"人の創作物とそれを創作するに至るまでの長い年月と努力を盗み、あまつさえ金儲けの手
段として利用し、創作者を萎縮させるAIは規制されて然るべきです。
国が「クールジャパン」を利用したいのであれば、その「クール」を作り出すクリエイタ
ーの権利と利益をまず守らなければなりません。"
185001345000000505,"2.検討の前提として３.生成 AI の技術的な背景について両方に関してなのだがこの内容自
体の周知度が足りないように感じる。またこの部分の周知不足が風評被害を生みその結果
AI利用者の懸念が生じてるようにも感じる。広告などを行ってより一層周知を促すことは
できないのだろうか。
４.関係者からの様々な懸念の声について内＜AI 利用者の懸念＞内に「努力せずに作品を
作って世に出しているのではないかという同業からの冷評」とあるがSNS上で見かける
のは冷評などではなく誹謗中傷に準ずるものが多く、場合によっては殺害予告に近しいも
のまである。この部分は現状を把握しているとは個人的には思えない。
著作権侵害の有無の考え方について内（イ）内AI 利用者が既存の著作物を認識していな
かったが、AI 学習用データに当該著作物が含まれる場合に関してなのだがAIの学習に当
該著作物を用いてた場合著作権侵害になる。要するに罪になるというのはAI利用者がAI
学習用データの中身を必ずしも知ることができない以上不公平なように感じる。
AIサービスの公開者運営者に学習した著作物の開示（作品名やキャラクター名等）や学習
した著作物との明らかな類似がないかとチェックするシステムの導入をサービスとしての
公開者や義務付けさせた方がいいのではないだろうか。"
185001345000000506,"AIに自分の著作物を利用されたくない著作権者の保護がまずは一番してほしいと思いま
す。
AIに利用されるデータベースは海賊版等の権利侵害複製物や著作権者の合意なく集められ
たデータを利用していることがわかってきています。その中には実在の児童ポルノなどの
データも無差別で含まれています。そのようなものを利用して作られるAI技術はとても
気軽に使えるものではないし、法の整備も曖昧なままでは無法地帯になってしまいます。
今もすでに一部の人々が悪用しているという情報がネットやSNSで伝わってきていま
す。自分が一から作ったもの、絵、作品、写真等々、勝手に利用される恐れがある技術は
やはりおかしいと思います。例えばこのパブコメの概要の説明のPDFだって例外ではな
いと思います。どんなデータも持っていかれてしまうので。著作権とは？とわからなくな
ってくるような利用のされ方をしている今現在はAIに反対です。"
185001345000000507,"・一般に公開されている画像生成AIは、学習元データに明らかに違法な内容（既存の映
画・漫画・アニメ等の著作物、児童ポルノ等）が多分に含まれているが、そういった要素
を無視して利用を推進するのか？
著作物はAI学習させるために作られたものではない。
・昨年、岸田首相の声を学習させて卑猥な言葉を喋らせる悪質なフェイク動画が出回った
が、このような実害が既に出ている以上、現状のまま推進を続けてもAIが犯罪に用いら
れることは明白である。
先の例は悪戯動画の類であったが、さらに過激化し、公人や有名人になりすまして虚偽の
情報を流布する等、社会を混乱に陥れる事態の発生を考えてはいないのか？"
185001345000000508,"学習元データセットになるのを著作者が許可していない場合はその著作物はデータセット
に使用すべきでない
aiイラスト生成時に使用したデータセットはすべて著作フリーまたは著作者許諾済みのト
レーサビリティを担保すべきである"
185001345000000509,"AIを用いて生成された創作物、特にイラスト分野において、「類似にとどまる」イラスト
が、すでに「クリエイターが本来持っていたはずの利益の可能性」を侵害する事件も発生
しています。
イラスト、音楽などのAI生成物も、人がそこに手を加えれば著作権が発生してしまうの
は、法律の性質上たしかに仕方ないことではありますが、このことは将来的にクリエイタ
ーにとって大きな損害をもたらすことになると思われます。
生成AIを用いたツールは発展し、さらに広がりすぎてしまったと考えられ、それに対し
てこの素案は少し生ぬるいように感じました。
過激な意見にはなりますが、クリエイターの著作権に安全性が認められるまで、生成AI
を用いた出力ソフト（Stable Diffusion、Novel AIなど）の全面禁止をしても良い段階に
きてしまったのではないでしょうか。"
185001345000000510,"・指摘箇所
情報解析に活用できる形で整理したデータベースの著作物の例（21～23頁）
指示の具体性と著作物性（35～36頁）
1 情報解析に活用できる形で整理したデータベースの著作物の例（21～23頁）
現状は作風・表現の直接的な模倣を防止する策があれば違法ではないとする方向になって
いるが
著作物の全て（明暗表現・構図・グラデーションの加減・色彩選び）は「表現」から成り
立っており、創作者の手によって作り出されたものから完成品から学習をしている以上
は、いかなる措置をとったとしても「表現の模倣・複製」に該当する。
現状の生成AIは他人の表現によって生まれた著作物のパッチワークがベースになってい
る。
現状のものでは創作者の立場に立てば「自分の表現技法を直接素材として使用し、許可な
く勝手に学習して「表現」を複製し続ける機械」である。
●提案
・学習は全て権利を有する著作者自身から、直接かつ明瞭に「学習に使用しても良い」と
明記または販売したデータセットのみから行うこと
2 指示の具体性と著作物性（35～36頁）
プロンプトを書き指示を出すことは「創作」「表現」には該当しないと考えられる。
他人の創作物を使用したパッチワークを生成する機械にどれだけ労力をかけようとも、そ
れは「アイデア」であり、生成物に含まれている「表現」の要素は全て他人の著作物から
の借り物である。
●提案
労力を考慮することは必要なく、創作的寄与というものはAIにおいて認める必要はな
い。
また加筆修正においても
・小説の中に「生成AIが書いた」と明記されている表現が含まれているが、他は人間の
創作である
・イラストの背景のみにAIを使用し人物は人間の創作である。
などにおいて、人間の創作した部分においての著作物性は認められると思われる。
しかし、生成AIを利用している以上その加筆済みの生成物自体は「他人の模倣を享受目
的で利用している」と考えられる。
それらをSNSで発表したり販売した場合には、本人の加筆部分以外においては違法とさ
れるべきである。
つまり、完成品を総合的に見た場合、その作品は違法とするべきである。●提案
加筆・修正を加えた後の作品を合法とするべきではない。
加筆部分にのみ著作権を認めたとしても、その総合的な作品は享受目的での他人の著作物
の悪用であり、違法物とするべきである。"
185001345000000511,"日本が誇る、文豪の作品、漫画物、そして歌舞伎をはじめとする演劇にいたるまで、全て
の創作物に対する裏切りと言って過言ではない。
創作物とは、人が想像し得るものであるが、それが連綿と続いてきたのは、それを拠り所
に金銭が発生し、生活が成り立ってきたからである。
それを金に汚いなどと眠いことは言わないでいただきたい。
金銭が発生する、故に人はより良いものを描き、他人を蹴落とそう、驚かせよう、あっと
言わせよう。と、果てしない努力を重ねてきた。
誰よりも売れたいから。彼よりも認められたいから。そして何より、素晴らしいものを、
後世に残したい故である。
生成AIは確かにあらゆるコストを削減する。しかしそこに、人間の醜い承認欲求と悍ま
しいまでに美しい作品への愛は存在しない。
故に、どこまでも素晴らしく裏表ない、陳腐なものしか生まれないだろう。
そして、クールジャパンと持て囃され、それ以外他国と渡り合える資源もない日本が行き
着く先は、地獄である。
我が国は優れた創作物に溢れている。それを切り売りしようなどとは片腹痛く草も生えぬ
土地が生まれるだけ。
日本の全ての創作物を、「いまは昔」などという語り口からはじめさせるわけにはいかな
い。"
185001345000000512,"イラストは描き手の努力と経験の結晶であり、それを無断でAIに学習させ商用利用する
行為には、一描き手として強烈な不快感を感じる。"
185001345000000513,"「人間の創作物を学習した生成物」をAIに生成させ営利目的で用いることを認めるのは
芸術や創作の文化を途絶えさせると思います
創作物を学習した生成物によるSNS上でのトラブルはすでに多発していてこれを認めて
しまうと人間の創作物よりもAIの生成物が多く世の中に出回ることとなり、本来人の目
に止まり文化を発展させる一部となるはずだったものが埋もれてしまい文化の発展、果て
は存続を脅かすことになると思います"
185001345000000514,"ＡＩは元に人の作品(著作物)使われています
ＡＩは便利と思われているかも知れませんが
人の作品をごちゃ混ぜにしＡＩ生成されたものの責任の所在を有耶無耶にしているように
も感じます
それを逆手に取り、ＡＩ生成で作った作品を金儲けに使われている事例もあります
今のＡＩの仕様について疑問に感じることばかりです
ネットに作品をあげれば学習に使われてしまうため
この先このままではクリエイターは自身の著作物を守るために作品の発表などができなく
なっていく気がします
クリエイターが傷つけられないようになって欲しいです
正しいことにＡＩが使われるようになって欲しいと願っています"
185001345000000515,"私は趣味で絵画やイラストなどを描いている者です。昨今画像生成AIが急激に発達して
いますが、それは今まで数々のイラストレーターたちが積み上げてきたものをすべて無下
にする行為だと考えています。普段絵を描いている人間ならば生成AIが作った画像と、
人間の手で描かれた画像の違いはよくわかるかと思いますが、普段イラストに馴染みがな
かったり、イラストを描かない人からすればあまり違いはわからないかもしれません。絵
を描かない人ならそれでいいかもしれません。しかしこれからイラストや絵を売ってお金
を稼ぐ人にとっては絶望的で、どれだけ個性的な絵柄だとしても生成AIに使われてしま
えばその個性は埋もれてしまうかもしれません。実際、人気のイラストレーターが描いた
神秘的でその人でしか描けないイラストを生成AIに使われてその人の絵柄のような画像
を生成するAIも作られてしまっています。それは絵を描く人たちにとっては心底屈辱的
で絶望的で絵を描くことをやめてしまえるには十分なことです。人気のイラストレーター
がそうであったなら、これから個性を使って世にイラストを発表していく人々が志半ばで
やめていく可能性も十分ありえます。それが何を招くかというと、日本の文化の損傷にな
ると考えています。
日本には世界に誇れるアニメ、漫画、イラスト、様々な芸術の文化があります。それなの
にこれから活躍していくであろうクリエイターたちの芽を生成AIに潰されることはあっ
てはならないと思います。"
185001345000000516,"AIで出力した画像を、金銭のやりとりが関わる取引に使用する場合あるいはパブリックに
公表する場合に、その画像が生成画像であること及びどの生成サービスを使用したかの情
報を受け手が容易に確認できる場所に明記するように義務付けることを推奨します。
これは
・利用者が意図せず著作権を侵害した場合、不可抗力であることを保証できる。
・自作と偽って生成画像を公表/売買する行為を予防する。
効果があります。"
185001345000000517,"生成物の著作性について
元となる作品から許可を得ずに不当に抜き出した無断データで、データ元と競合する生成
AI開発するのは、不当な権利の侵害行為に該当する。
倫理的価値観を無視した内容ではクールジャパンのブランドに大きく数が付くことになる
ため、正しいAIの使い方と違法行為への規制を改めて議論すべきである。"
185001345000000518,"AIによる著作物の学習、出力に関して厳しい制限を設けることをせず、AIの出力する作
品が世の中にあふれると物事の真偽を確かめることが非常に困難となる。
またアーティスト等創作活動に携わる者の仕事が減り、新規の作品数が減ることで発展性
のない作品を出力するのみのAIも衰退する。
AIが出力したデータについては明確に人間の著作物とは分けるべきである。"
185001345000000519,"生成AIの問題点について、特に一番影響を受けるのが現状無名のクリエイター、ないし
いずれクリエイターになるかも知れないアマチュアであると考えています。
生成AIにより、それらの創作者が作り出したものが素材として用いられ、それらを組み
合わせて生成した明らかに元絵と酷似したものが世に広がることで著しくモチベーション
を削がれ、創作を辞めてしまう人間が多数発生するものと考えます。
生成ＡＩの生成元の素材にはモデルデータとして無許諾で大量の創作物が素材として取り
込まれるのが横行しているのが現状であり、クリエイターが努力で獲得した技術が横から
盗まれているに等しい有様です。
私自身もアマチュアではありますがイラストを描くのが趣味であり、そこまでクオリティ
の高い作品を作り上げられるものではありませんが、今後獲得した技術を横から盗まれて
いくような現状には不快感を感じており、努力により獲得した技術が理不尽に奪われる現
状は非常に不健全であると言わざる負えないでしょう。
既に実績、地位を得ている、商業で活躍しているクリエイターだけで良いのではないかと
思うかもしれませんが、それらの一線で活躍するクリエイターも何らかの要因で退く場合
があり、人間には寿命があります。
その時に後進が育って居なければ後は生成ＡＩに破壊された市場が残るのみであり、産業
自体の壊滅に繋がり、現状の生成ＡＩの横行は後進が育つ土壌を根こそぎ刈り取るような
有様であると考えています。
悪用ばかりではないのかもしれませんが、目立つ案件では非常に悪質であり、個人を狙っ
た攻撃も目立ちます。
また、画像生成AIの素材には明らかに違法なデータ（実写を用いた実在の児童を撮影し
た児童ポルノ等）が含まれているとの話もあり、これらの透明性がクリアされないまま使
われているツールの何処に正当性があると言うのでしょうか。
現状としては、許諾を得ていない素材・明らかに違法なデータを用いた生成ＡＩの使用を
制限する法を構築するほかないと考えております。国を挙げての対策を強く強く望む次第
であります。"
185001345000000520,"私は絵を描くのが好きなので仕事になった今も楽しく描いています。
AIが台頭し蔓延して仕事がなくなったとしても、個人としてその絵を描くのが楽しいとい
う部分はなくならないと現段階では考えています。
ただ私は依頼を私の絵柄や作風を気に入った方からもらっているので、私の絵柄作風を誇
りに思っています。
その作風も私が尊敬する先人方々の絵柄作風から刺激され学んだうえで発想し生まれたも
のです。そしてそれは先人方々も同じようにさらに先人から学び自身の発想を加えて生ま
れた結果だといえます。
AIの構造で「発想を加える」ということが可能なのか疑問です。
現在のAIはこれまでに人間が連綿と受け継いで継ぎ足して来たものを効果的に組み合わ
せ出力しているに過ぎず、緩やかに縮小再生産を繰り返すシステムであるといえます。
今後以降も効率的にAIを利用するには人間の手で発想を加え続ける必要があり、そのた
めには人間の絵描きを生み出し続ける必要があり、そのためにはAIイラストが大変な障
害になります。
現行のAIイラスト環境は、誰が使っても一定のクオリティですべて綺麗でどこか似た雰
囲気のものばかりで変化の乏しい検索結果が返ってきます。
そういった一見すばらしくとも変化のないものばかり見て育つ子供に新しい発想は生まれ
るのでしょうか。楽しく絵を描く気持ちを持てるのでしょうか。"
